rest_name,user_id,rating
Hotel Avani Biryani,219,4
Moshing Cuppa,219,4
Ranwara Family Restaurant,219,1
The Hideout Restaurant,219,1
Hotel Special Tandoor,219,2
Hotel Hilltop,219,2
Tiranga Biryani House,219,4
Zaika Veg,220,5
New Aromaa,220,0
Samudra Veg-Non Veg,220,5
Indian Tadka Express,220,0
Quresh Darbar,220,5
Gurukripa,220,1
Hot & Spicy Momo Food Junction,220,0
Potoba,220,1
The Village Corner,220,2
Nina Pinta Santamaria,220,3
Nikhil Restaurant And Garden,220,2
Ziya's BBQ & Grills,220,3
Biryani Katta,220,1
Irani Chai Cafe,220,4
Food Klub,220,2
Chakh Le,220,0
WS Bakers,220,3
Cafe Bamboos Restaurant,220,0
Cake Fantasy,220,1
New Murli,220,2
The Firefly Resto Cafe,220,4
Delicious Feast,220,0
Hotel Hindavi Swaraj,220,4
Baker's Bite,220,1
Kasba Bistro,220,4
Pizza Corner,220,5
Shahnoor'z,220,3
Lavish Biryani,220,4
Suras Dining Hall,220,2
Lasa's Kitchen,220,1
Pratik Restaurant,220,1
Goa Sea Food,220,2
Roti Handiz,220,4
The Sindhi Rasoi,220,0
The Rishi's Cafe,220,0
Hotel Rajdhani,220,1
Bismillah Hotel,220,5
Hotel Internet,220,4
Hotel Shipra Restaurant & Bar,221,2
Feeding Fox,221,0
Aaryan's Kitchen,221,4
Caribbean Bites,221,4
Sharon Special Biryani,221,4
Manunatha South Indian,221,2
Tiger Fries & Burgers,221,4
Hotel Balaji South Indian Restaurant,221,0
Chat House,221,2
My Food Planet,221,3
सोBar,221,5
Poona Restaurant,221,2
Hotel Savali Family Garden Hotel,221,4
Athavan Hyderabadi Food Corner,221,1
Kawre Ice Cream,221,2
Green Veg,221,4
Rachana,221,4
Ande Ka Funda,221,1
Whole Mealz- Pure Veg Restaurant,221,1
Speedy Punjabi,221,2
Hong-Kong Noodle Company,221,2
Momo Mania,221,3
China Tour,221,1
Aakash Hotel & Multicuisine,221,2
Kalawati's Kitchen,221,1
Aai Saheb,221,2
Friends Fast Food Center,221,1
SPK's Rasoi,221,1
The West Park Canteen,221,4
Vampire Restaurant,221,4
Mogambo Pav Bhaji And Juice,221,2
Chinese Nation,221,2
Pet Pooja,221,2
Shakes and Cream,221,1
Videshi Burgers,221,2
Sindhuratna,221,4
Mövenpick,221,2
Rolls Company,221,2
Aaswad,221,2
The Lands End Cafe,221,0
New Jagdamba Hotel,222,0
Murlidhar,222,1
The Desi Crepe,222,4
Celebrations The Cake Shop,222,1
Hotel Shree Jayraj,222,5
Hotel Sagar,222,1
Subhanallah Biriyani House,222,3
Grills & Gravys,222,4
Old Irani Cafe,222,1
Tiffins Homely Meals,222,1
Sai Fast Food,222,2
Sultan E Hind Catering,222,2
Krishna Dining,222,4
Relish Pan Pizza,222,5
Squeezo Foods,222,0
Kala's Veg,222,3
Hotel Rathi Residency Royal Vintage,222,4
Dineshaw's Ice Cream,222,5
Lucknawi Caterers And Hotel,222,5
Mamaput Restaurant,222,5
Dessert's Shop,222,5
Z Plus Hotel And Caterers,222,3
Country Roads Cafe,222,0
Aai’s Kitchen,222,0
VG Pavbhaji & Cafe,222,2
Himanish's Cusine Veg & Non Veg,222,3
Bowl De,222,0
99 Pancakes,222,4
Cafe Food King,222,0
Tarangan Paan,222,5
Farmhouse Avi's Restaurant,222,5
Sambar House,222,1
1 More Biryani,222,0
All-Ways Pure Veg,222,2
Crimsons - The Lounge Bar,222,1
Golden Crush,222,0
Snacktales,222,1
Kerala House,222,0
House Of China,222,5
SK Rolls And Chinese,222,0
Modern Lunch Home,222,1
Cafe Royal Villa,223,3
Chicken Xperience By Venkys,223,2
Golden Paradise,223,5
Bengal Kitchen,223,2
S&B Snacks Center,223,0
China Wale,223,0
Saptatara Hotel,223,1
Creamz Masterz,223,2
Cake N Bake,223,3
Desi Kitchen,223,1
Hotel Shree Sagar - Biryani House,223,0
Green Biryani House,223,2
Rama Krishna,223,3
Sweet Surrender By Tanya,223,2
Geetanjali,223,4
Marina Cafe,223,4
Celebrationz Vegetarian Restaurant,223,1
Punjabi Tadka Aur Tandoor,223,2
Shaan e' Burger,223,1
Farmer's Choice,223,1
Pistachio Café & More...,223,3
Hotel Durga,223,4
RFIR,223,4
Meet Dinning Hall & Trisha Outdoor Catering,223,5
Marigold,223,4
7th Street,223,5
Cafe with a Twist,223,1
Famous Anda Bhurji,223,0
Rasoi Dining Hall,223,4
Yummilicious Cakes N More,223,0
S.P Tandoor House,223,3
Baithak,223,3
Hotel Ranmala,223,0
The Jumbo Food's,223,5
Reddy's  Biryani N Grill,223,5
Biteful Snacks Center,223,2
16•18•20 The Pizzeria,223,1
Momaya Caterers,224,2
Rajmandir Ice Cream,224,1
Flavours - The Veg Treat,224,5
The Beatles Cafe,224,3
Overloaded,224,5
Chaitanya Hotel,224,0
Geetanjali Biryani House,224,4
Hotel Shree Cafe,224,1
Krishna Mumbai Pavbhaji (KP),224,2
Hotel Chai N Nashta,224,2
Roshan Snacks Center,224,0
Cafe Al-Noor,224,5
Spring Onion,224,2
Maharashtra Food Services,224,0
Northern Heart,224,0
The Mint Leaf Resto Lounge,224,0
Assal Amravati MH 27,224,2
Green Food,224,1
Rani Rasoi,224,2
Hotel Vaishnavi Garden,224,5
Caramel - Blue Diamond,224,1
Lutf,224,4
Village Roof Top Lounge and Dining,224,1
Dracula - 101% Pure Non-Veg,224,2
Amrut Sweets,224,2
Hotel Tasty Point,224,2
Morya Dosa,225,1
24Fries.in,225,0
Matoshree Hotel,225,5
Indian Spices,225,3
Fuzion - Novotel,225,1
Sultan E Hind Catering,225,2
Hotel Soundarya,225,2
Ayush Caterers,225,4
Shreeji Ice Cream,225,5
Zahra Cakes,225,5
Zaika Food Court,225,5
Homly Touch,225,2
Nevrekar Health Home,225,2
Naivedyam,225,5
Hotel Sadhana,225,5
Noor Restaurant,225,1
Spice Garden,225,5
Aamrai Kitchen,225,1
Shreenath Sandwich,225,4
Hotel Silver 9,225,5
Vihar Restaurant- Veg-non Veg,225,3
Dilkhush Seekh,225,5
Eat And Treat,225,4
Coffee All Day,225,3
Epicure Cafe,225,0
Hotel Swaraaj,225,4
Chennai Grill,225,4
Om's Kitchen,225,1
Juice World,225,1
Dilkhush Chinese Fast Food,225,2
Good Food's,225,1
Eater 99 Family Restaurant,225,1
Cafe Momos,225,4
Cafe Coffeeholic,225,2
Oven & Magic,225,0
Hotel Celebrations,225,2
Shreeji Ice Cream,225,1
Aditi Chatpata Matki Bhel,225,2
Pan Nagri,225,4
Lakshmi Bhojnalay,225,4
Masala Darbar,225,2
The Butcher,226,2
Mahalaxmi Caterers,226,1
Hotel Area 55,226,2
Bismillah Biryani House,226,5
Hotel Royal Court,226,5
Hotel Samruddhi,226,3
Hotel Jagadguru Pure Veg,226,2
Hotel Marathwada,226,1
Al Madina Biryani House,226,4
All in 1 - The Tasty Bite,226,4
Aradhana Garden Restaurant,226,2
Hotel Priyanka,226,0
Chal Kuch Khaate,226,4
Coffee With Friends,226,1
Caffe Valentine,226,5
D9 Litti Chokha,226,2
Food Favourite Xpress,226,2
Rasik Paan Shop,226,4
Lazeez By Hyderabadi Delicacies,226,0
Only Biryani,226,5
Amrut Sweets,226,2
Baba's Vadapav,226,1
Dakshin Swad,226,3
Egg Mafia,226,5
Hotel Shree Mahakali,226,1
Nurani Caterers,226,2
Delight Restaurant & Cafe,226,1
Chicken Adda,226,5
R And D Foods,226,1
Bunk Cafe BC,226,2
Aham Brahmasmi,226,3
Swaraj,226,0
Shree Ram Kitchen,226,1
Caesars Cafe,226,2
Hotel Indrayani,226,5
Chilli Garlic,226,0
Rajmandir Ice Cream,226,0
Cafe Durga,227,3
Shree Narayan Khaman and Sweets,227,2
Wok And Grill,227,1
Night Riders,227,2
Delhi Darbar,227,3
Gharonda Veg Restaurant,227,4
Chavan Restaurant,227,5
Hotel Virinda,227,1
Vicky’s Shahi Shawarma,227,5
SK Cafe,227,2
Evergreen Caterers,227,5
Spicy Aroma,227,4
Pallagio,227,0
The Thickshake Factory,227,3
Greedy's Cafe,227,4
Pirates Shack,227,1
Tasty Gem,227,3
Jay Ganesh Sabudana Vada,227,4
Tiffina Asian,227,1
Lesarah,227,5
Empire Biryani,227,0
Chinese Corner,227,0
Hamza Food Factory,227,0
AJ's Kitchen,227,3
Aakash,227,2
Bakhtar Caterers - Biryani House,227,1
Wafflez,227,3
Malwan Samudra,227,4
Mint Kitchen,227,2
Hotel Vishwaraj,227,3
Paradise Biryani,227,0
Hotel Park,227,3
SP Kafe,227,3
Mosaic Pastry Lounge - Crowne Plaza Pune City Centre,227,4
Chinese King,228,1
Aarna Veg,228,2
Hyderabad Tandoori,228,0
Happy Da Kitchen,228,0
Suvarn,228,1
Gujar Mastani House,228,5
A One Chinese Tandur And Biryani House,228,3
Chinese House,228,2
Trupti Veg Restaurant,228,4
Cake Talk With Chinmayi,228,3
Agrabah,228,2
Salad Men,228,3
Shivam Bhel,228,3
Farmhouse Avi's Restaurant,228,5
The Corner Cafe,228,3
Hotel Rupa,228,4
Jijau Snacks And Lunch Home,228,4
Bikaner Sev Bhandar,228,4
Swad Gomantak,228,3
Fish Boat,228,2
Kings Cafe,228,3
Hotel Marymatha,228,5
Mahadev Dining Hall,228,5
Brunch 'N' Munch,228,2
S G Bakers,228,5
Andhra Hyderabad Biryani,228,1
Capresso Coffee,228,1
Dikhawa Dhaba,228,1
Thambbi,228,0
Walnut Baking Co.,228,1
Vyanjan,228,1
Hotel Atharva,228,0
Abhishek’s Kitchen,229,5
Red Chillies,229,3
The Grub Hub,229,1
Hotel Abhipriti,229,5
Sharvari Pure Veg,229,2
Seven 11 - Veg Restaurant,229,5
Bavdhan Chaupati,229,5
Shakes And Bites,229,3
Taste Is Best Biryani House,229,1
Cafe Abhi,229,0
Ocean Spice,229,1
Interval - Pure Veg Bollywood Eatery,229,0
Bon Bon Candy Cake Shop,229,5
3 Brothers The Pizzeria,229,2
Sweet Boutique,229,3
Kasturi Mastani House,229,0
Zillionth Bistro,229,3
Barbeque Ville,229,3
FLRT,229,2
Hotel Jagdamba,229,5
Prakash Reddy Resto Lounge,229,0
Karachi Sweet Mart,229,0
Bistro Nutrifood,229,3
Halo,229,5
Mintulsi The Thali,229,3
Pet Pooja Indian & Chinese Restaurant,229,4
CAD (M) CAD (B),229,5
Won China,229,5
Cafe Delight,229,0
Ezee Bzee,229,2
Hotel Sadguru Veg Non Veg,229,1
Hotel Yashoda,229,3
Amu Fresh Cool Cafe,230,2
Sagy's Healthy Bites,230,0
Madras Snacks Center,230,5
Dream Kitchen,230,0
Om Sai Gharghuti Thali,230,0
Hotel Advika,230,3
Shruti Restaurant & Bar,230,2
Taste Is Best,230,3
Vinu's Special Panipuri & Matki Bhel,230,4
Naivedyam,230,0
Manohar Fast Food,230,3
Panditji,230,0
Ab Zho Ra,230,3
Hotel Tandoor Point,230,3
Zaika Food Court,230,1
Swad,230,0
Jayhind Biryani's,230,3
Hotel Gokul Veg & Non Veg,230,0
Chavishta Katta,230,1
Stats Rooftop Sports Lounge,230,3
Jugaadi Katta,230,4
Mani Ratnam,230,3
Gizmo Fast Food Zone,230,2
Number 19,230,0
Pratik Restaurant,230,1
Lai Bhari Hotel,230,3
Khana Junction,230,2
Coffee Shop - Fariyas Holiday Resort,230,4
Sam Mankar Dosa,230,5
International Treats Hub,230,2
Smoky Street Grill,230,5
Sakhi Home Made Food,230,4
Hotel Garva Garden Restaurant Veg Non Veg,230,5
The Roasted Bean,230,0
Krishna Dining,230,3
Hotel Yashada,230,1
Saiba Food Court,231,3
38 Carrot Cafe,231,2
Maharastrian Menu,231,4
Golden Crush,231,0
Paratha Paratha,231,3
AS Restaurant Chinese Fast Food,231,2
Sardarji's Paratha & Chaap House,231,1
KGN Hotel,231,2
The Cafe,231,4
Hotel Rajgad,231,4
Kolkata Dum Biryani,231,4
Not Just Cakes,231,2
Hotel Renuka,231,5
Green Court Resto N Bar,231,0
Torna,231,3
Hotel Hukumshahi,231,2
GS Treat,231,1
Healthy Bites,231,2
Hotel Sangam,231,2
Aaisaheb Snacks,231,3
Chicken & Curry,231,3
The Coffee Club,231,5
Punekars Biryani,231,0
Aaswad,231,0
Cafe Pizza Bites,231,4
Aroma,231,3
New Naaz Biryani 2,232,4
Panchali Sweets,232,5
Jai Malhar Bhojnalya,232,1
Wow Cakes,232,5
Akash Family Restaurant,232,5
Hotel Gavran Tadka,232,4
SWS Veg Pizzaria,232,4
Meat U There,232,3
Ravish Court,232,5
SG-TastyBites,232,5
Love Town Cafe,232,1
A Loaf Story,232,5
Biryani King,232,3
The Chinese Corner,232,4
Sugran Swayapakghar,232,2
Mini Dabba,232,1
Honey Restaurant,232,1
Bangalore Cafe Pure Veg,232,0
Himalay Momos,232,2
Alfa Q Restaurant,232,4
Siily Chilly,232,2
The Food Station,232,4
London Twist,232,2
Hotel Maratha Samrath,232,5
Hotel Shivshai,232,2
Aaryan's Kitchen,232,1
Grand Dilli Darbar,232,3
Spicy Green,232,1
Grill Masters,232,0
Vaishnavi Litti Bhandar,232,5
Spice Rack,232,2
Prameya Foods,232,3
Rajput Restaurant,232,1
Sarangi Family Restaurant & Bar,232,3
Desi Adda,232,1
Jai Hind Biryanis,233,1
Flavours by Gurpreet,233,3
Veggie Veggie,233,1
Hyderabad Dum Biryani House,233,0
La Pino'z Pizza,233,2
Samarth Wadewale,233,1
Golden Pavbhaji,233,0
Harry's Bar & Kitchen,233,0
Milkmade Bakery,233,0
Red Hot Chinese Center,233,1
Bhavya Garden,233,2
Delhi Bar Be Q,233,2
Punjabi Tadaka,233,0
Masters Of Taste,233,2
Jayshree Pure Veg,233,1
Cafe Level 9,233,2
Gunjan’s Bakehouse,233,3
Swad Food Court,233,3
Desi Adda,233,3
Shreya Dining Hall,233,5
New Manchow,233,0
Royal Taste,233,3
Fish Cornerr,233,0
Misal Katta,233,3
The Mocktail Den,233,0
Mad Biryani,233,3
Aha! Baangali,233,4
Virgin Squeeze,233,5
Hotel Nandini,233,0
Pallagio,233,1
Dessi Cuppa,233,2
Mad About Chinese,233,0
Sunrise Restaurant,233,4
Bollywood Cafe,233,4
Hotel Royal Palms Resto,234,0
Tejas Dhaba,234,3
Green Bakery,234,1
Royal Malai Gola,234,0
Healthy Meals,234,0
Aryan Cafe,234,3
Foodgasmm,234,1
Royale Resto,234,4
My Punjabi Bro,234,1
The Biryani Bliss,234,5
Hotel Maitri,234,2
Goli Vada Pav No. 1,234,1
The Grill N Rolls,234,0
New Hyderabadi Biryani House,234,3
Kulfees Hub,234,1
China Xpress,234,3
Faasos,234,3
4 Seasons,234,0
Daily Dish HomeMade Food,234,2
The Cafe Katta,234,2
Shri Sai Lunch Home,234,2
Hotel Shree Sagar - Biryani House,234,0
Tapri Shapri,234,1
The FoodWerkz Cafe,234,2
MeraMealBox,234,0
Divya D'Cafe,234,2
Amruteshwar,234,4
Chinese Express,234,1
Khandesh Junction,234,3
Aswad Khanaval,234,1
Masala Story,234,2
Hotel Ghanshyam,234,4
Nagmani Restaurant & Bar,234,5
Ramble,234,4
Indrayani Pure Veg,234,3
A Taste Of Indore - Fun Food,234,5
Mashal Veg Non-Veg,234,5
Hotel Gawkari,234,3
Pooja Restaurant and Bar,234,4
Mint Kitchen,235,1
2BHK Diner & Key Club,293,3
AthaanS,235,1
Hotel The Skypiea,235,1
Healthy Bites,235,3
Hotel Hariom,235,3
Milan Khanawal,235,1
Hotel Malhar,235,2
Siddharth Pav Bhaji,235,2
The Food Court,235,1
Royal Maratha,235,5
Bakers Brown,235,4
Soy Affair,235,1
5 To 5 Restaurant,235,0
China Today,235,2
Hotel Muttnaval,235,2
100° Resto Lounge,235,0
Malik's Biryani,235,5
Mauli Misal House,235,1
Rajmandir Ice Cream,235,5
Videshi Burgers,235,4
MH Special,235,3
Tamil Nadu Mess,235,0
Samosa Express,235,4
Bageshree,235,3
Hotel Alishan,235,1
Creamist,235,1
Shree Maha Durgeshwari,235,1
Rudra Juice Bar,235,5
Cafe Al-Noor,235,1
The Gabbar's Cafe,235,0
Hotel Shree Cafe,235,0
Waari Book Cafe,235,1
Chandani Park,235,2
Ganesh Bhel,235,4
Shree Sharda,235,3
Fish Magic,236,0
Desi Hunger,236,5
Swaraj Matnawal And Snacks Centre,236,5
A1 Express,236,4
Rajnikant's,236,1
Meher's Food Treat,236,2
Alleppees Kerala Delivery Kitchen,236,5
Smoked Paprika,236,4
Pure Veg Divine,236,2
Sheetal Lunch Home and Bar,236,0
Biryanis Of India,236,5
Sauce Pan,236,2
The Delivery Xpress,236,4
Bits & Bytes,236,1
Sky Light,236,1
Nil Food Point,236,5
Gulacha Chaha,236,2
OMG Burgers!,236,3
Hotel Durva,236,0
Savali Hotel,236,4
Creme De Fiesta,236,2
Bhukology Eat Desi,236,1
The Culcutta Foods,236,4
Om Sai Gharghuti Thali,236,0
Haka House,236,1
Deep Roll & Bhurji Centre,236,4
Shree Ji Dosa Pav Bhaji,236,4
Brihat,236,1
South Indian Canteen,236,3
High Choice Chinese Fast Food,236,4
Dawat A Hyderabad,236,3
Hari Krishna Hotel,236,2
Mother's Tiffin Service,236,5
Gavthan,236,0
A1 Biryani House & Kitchen,236,5
Eggie's,236,2
Cafe Brew Barn,236,2
Shivraje Chinese,236,0
Cafe Creamy Day,236,0
Jagdamb Anda Center,236,5
Cafe Nine,236,2
ABS Food Mall,236,0
Southwest Cafe,236,4
Sagar Garden Restaurant,236,1
Hotel Rasoi,236,4
Cafe Sky,237,0
South Corner,237,0
SP's NonVeg,237,5
The Hideout Restaurant,237,3
Shivam,237,4
Moms Magic Snacks And Foods,237,5
Maa Ka swad,237,5
Moti Mahal Delux,237,1
Anand Bhuvan,237,1
S Food World,237,4
Jogeshwari Misal,237,2
Shree Dutt Pure Veg,237,4
Heaven Snacks Bar,237,5
Square Pizza,237,2
Bungalow 424,237,0
Brick Lane Bakery & Patisserie,237,4
A1 Chinese,237,4
Janseva Hotel,237,0
Namrata's Kitchen,237,2
Pune Delhi Corner,237,5
90 Degree Resto & Lounge,237,3
HIP HOP FOOD,237,5
Wada Sanskruti,237,4
Hotel Shreya Pure Veg,237,0
Shreeji Naan and Paratha,237,2
Diet Delicious,237,2
Naivedyam Pure Veg,237,2
Club 09,237,2
Chinese,237,2
Celebrationz Vegetarian Restaurant,237,0
Matka Misal House,237,1
Cafe Night Riders,237,0
Crown Lunch Home,237,5
Surya Sagar,238,1
Jeevdani Lunch Home,238,0
Vasant Vihar Pure Veg,238,3
The Matka Biryani,238,2
Shahi Swad,238,2
Mittran Di Hatti,238,4
Atharva Pure Veg,238,3
Express Cafe,238,0
All-Ways Pure Veg,238,0
Ruchira Restaurant & Bar,238,2
Fat Boy Station,238,3
Hyderabad Biryani Paradise,238,1
Vishwavilas,238,5
Famous Caterers And Biryani House,238,5
Granny Ammaas Cake,238,4
Fantastic Pizza,238,5
The Upper Deck By Sadashib Resto Bar,238,3
Mumbaian Pav Bhaji,238,4
WYNKK,334,3
Hotel Sairaj,238,4
Hotel Abundance,238,3
Padma Foods,238,0
Tiranga,238,2
Jagdamb Bhel & Panipuri Center,238,1
Chick Chicken Punjabi,238,4
Samadhan Khanawal,238,0
China Dragon,238,2
Healthy Tasty,238,3
Khushi Sarja,238,2
Khalsa Dairy,239,3
SIP CHAT CAFE,239,1
Nawabo 100% Biryani,239,2
Coffee n' Joy,239,1
Amrut Sweets,239,0
The Mint Leaf,239,3
Canosa Snacks,239,1
Kunal Garden Family Restaurant,239,2
R.K. Caterers (Biryaniwale),239,2
Food Knight,239,1
Rajkamal Sweets,239,5
Hotel Mayur,239,0
Hyderabadi Zaika,239,3
Dhaba Cafe,239,2
Sunrise Restaurant,239,3
Nt's Chinese Kitchen,239,0
Love Town Cafe,239,2
Coffee Stop,239,2
Hotel Gayatri,239,0
Spice Guru,239,0
Shiv Malhar Special Misal House,239,0
Hrishikesh Seafoods,239,1
Deshi Katta,239,3
Indigo Burger Project,239,4
Peacock Restaurant,239,2
Manjunatha,239,5
Omkar Chinese Center,239,3
Ganu Shinde Icecream,239,0
Samindra,239,0
The Chinese Cafe,239,1
Eat-O-Keto,239,5
Maharashtra Snacks Centre,239,1
Northern Flavours Red Box,239,1
M.K. Biryani House,239,4
The 1st Floor,239,3
Daily Bhojan,239,3
Hyderabadi Biryani House,239,4
Gol Gappe,239,0
Hotel Om Samarth & Dining Hall,239,2
Brihat,239,0
Sunil Restaurant & Bar,239,4
Cafe Hashtag,239,2
Bismillah Caterers,240,0
Saffron,240,0
Olympia Cafe,240,3
Tejas Lassiwale,240,4
Kailas Restaurant,240,3
Sandwich Club,240,1
The Wood House,240,0
The Food Gym,240,2
Rasoi Network,240,4
The Coffee Corner,240,1
Global Punjab,491,0
Hangout - Family Resto & Bar,240,5
Hotel Madhavi,240,0
Cheesy Pizza's,240,4
Aadvika Pure Veg,240,2
Hotel Super Shriraj,240,2
Siddhi Biryani,240,0
Ironbar 'n' Grill,240,1
New Shanti Sagar Pure Veg,240,4
Saffron Multi-Cuisine & Sea Food Restaurant,240,1
Olde Bailey's,240,3
Jalsa Resto And Bar,240,4
IMDR Canteen,240,0
Monk's & Blue's,240,3
Kolkata Darbar,240,0
Hotel Khawa,240,0
Shree Sai snacks,240,0
Shiv Shambho Vadapav Corner,240,1
Hotel Shlok Chinese Center,240,1
Hotel Muttnaval,240,3
CurryTym,240,2
Shanti Swapakaghar,240,4
Food King,240,3
Bhau'z Cafe,240,5
Parathe Wala,240,3
Chicken Xperience By Venky's,240,2
Royal Chinese Corner,240,2
Kwik Noodles,240,5
Rayat Khanawal Veg- Non Veg,240,5
New Uppala,241,4
Nitin's Mummy's Homely Food,241,2
Cafe Cheesy Nation,241,1
Kota Kachori & Namkeens,241,2
Raavan Biryani,241,1
Hotel Samudra Kinara,241,2
Soham Veg Restaurant,241,5
The Royal Maratha,241,4
Jai Mata Di,241,2
Kabir's Veg Shawarma,241,0
Chopstick Chinese Fast Food,241,4
Royce' Chocolate,241,3
Singhgad Food Hub,241,4
The Great Cakes Co.,241,4
Aswaad,241,1
Jogi Ke Chhole Bhature,241,1
Alishan Chinese,241,1
Kitchen Story,241,0
Hotel Ashirwad,241,5
Atmosphere,241,2
Cafe Cheese And Ice,241,4
AK Cafe,241,4
Sree Sai South Indian Dosa Center,241,2
Hotel Meghraj,241,2
Kailas Panipuri And Pav Bhaji Centre,241,3
M I Eggs And Snacks Center,241,1
House Of Thali,241,3
Mad Over Chinese,241,3
24Munchies.in,241,0
Uduppi Lunch Home,241,2
Shawarma Point,241,5
Praant -  Taste of Maharashtra,241,4
Maharaja Misal House,241,5
Hotel Patilwada Shakha 3,241,2
My Food Planet,241,5
Indian Thali House,241,1
S K Hotel Mutton Bhakari,242,2
Happy Treats,242,3
Sheetal Refreshments,242,1
Lovers Cafe,242,0
Whisk Handcrafted Gourmet,242,0
Cafe Delisumm,242,5
Foodies # Cafe,242,3
Pawar Pav Bhaji Center,242,3
Annapurna Snacks & Cold Drinks,242,1
Bala's Hotel Poonam,242,4
Rice Box,242,2
Sharada Mastani,242,3
Punjabi Zaika,242,4
Hotel Chetan Executive,242,4
Celebration Veg Resto,242,0
Candy Crush,242,0
Soak - Novotel,242,0
Aaira's Kitchen,242,0
18 Chinese Food,242,1
Oye Food Truck,242,0
Om Paratha House and Snacks,242,2
Euphooria Restaurant,242,2
Hotel Alishan,242,5
Maharashtra Caterers,242,1
Karachi Sweet Mart,242,5
Food Lovers Mess & Cafe,242,2
MH09 And Nandini Cold Cakes,242,0
Swagat - Irresistible Meals,242,1
Dream Cafe,242,0
Juugaad,242,3
Royal Palm Family Restaurant And Bar,242,3
Golden Cafe,242,0
Fusion Dosa Factory,242,5
Peppery Kick,242,2
The Last Attempt,242,1
Jai Swami Samarth Krupa Snacks,242,3
Madhav's Biryani House,242,3
Dream's Cafe,242,5
Har Roz Kebab,242,1
WOW! China,242,3
Umiya Kutchi Dabeli,242,5
Krushnai Snacks,242,2
China Bowl,243,1
Hyderabad House,243,3
Hotel Malhar,243,5
Ashok Snacks & Poli Bhaji,243,5
Hotel Shree Cafe,243,5
Rahul Misal,243,3
Neo's Cafe,243,3
Cafe Cakes,243,1
Cafe BHP,243,2
Bharkadevi Ice Cream,243,0
WOW Laddus,243,0
Best Chinese,243,4
Cake N Cafe Ice Cream Parlour,243,0
Ramdev Sweets,243,4
Jogeshwari Misal,243,2
Salad Story,243,1
Christy Restaurant,243,1
Archana Pure Veg,243,3
Eat Indian Company,243,0
Biryani Lovers,243,2
Mas's Kitchen,243,5
Streeeto Tandoori,243,4
Pune Darbar Biryani House,243,0
Meets Place Snacks and Coffee Bar,243,1
Chef's Selection,243,3
Pan Nagri,243,5
Galaxy Cloud Kitchens Limited,243,1
Relish Pan Pizza,243,1
Golden Nights,243,4
Satis5,243,4
Sampan Restaurant,243,2
Pathik,243,1
Hotel Shree Sai,243,4
Dakshin,244,4
PDS Thali,244,2
Food in Time - FIT,244,2
The Barrel In,244,5
Le Bustaurant - Double Decker Cafe,244,4
Spice 24,244,4
Hotel Madhura,244,2
Northfeast Restaurant,244,0
Hotel Rajmudra,244,4
Taco Alfresco,244,1
Manveer Dining Hall,244,0
Yummy Parathas,244,5
Kue Club & Cafe,244,3
Akashay Pure Veg,244,2
Healthy Tasty,244,3
Hotel Malhar,244,1
CurryTym,244,4
Golden Dragon,244,1
Jai Swami Samarth Krupa Snacks,244,0
Ajmera Tea House,244,0
Hotel Bhoiraj,244,5
It's Mirchi - Ramee Grand Hotel,244,1
Red Spice family resto,244,0
Indrayani Cafe,244,5
Dakshin Swaad,244,5
Gaurav Momos Centre,244,2
Box Singh,244,5
Bajir's Kebab & Rolls,244,5
360 Degree - The Rooftop Restaurant & Bar,244,0
Meal Square,244,2
Hotel Cafe Coffee Dream,244,4
Purohit Pizza and Sandwich,244,5
The Raj Restaurant & Bar,244,2
Indra Pure Veg,244,3
Hotel Black & White Family Restaurant,244,5
Love Town Cafe,244,2
Cafe Bay Leaf - Holiday Inn Pune Hinjawadi,244,0
Hotel Swarajya,244,2
Puneri Kitchen,244,4
Aman Caterers,244,1
Home Sitte Shawarma,245,3
Malhar,245,1
Sandy's Khasiyat Veg Non Veg,245,1
Bits N Bites,245,2
Dragon Palace,245,2
Jalaram Khana Khazana,245,2
Sannidhi,245,3
Miyuki - DoubleTree By Hilton,245,5
Mother's & Father's Kitchen,245,3
Cafe Du-Mich,245,0
Tangasseri,245,5
Maharashtrian Darbar,245,1
Hunger's Bite,245,3
Nature's Eatery,245,0
The Grin Bunny,245,3
Arafa Restaurant,245,5
The Goal Post,245,2
Mr. Murga Biryani,245,0
R.K Chinese House,245,5
Cafe Unique Table,245,5
Cafe Of Thrones,245,5
Achija Pav Bhaji,245,2
Navarasam,245,5
Hungry Hobbit Food Hub,245,0
Riwayat,245,3
Hotel Sai Restaurant,245,5
Aahar Resto Bar,245,3
The Grill Factory,245,0
Coffee Locale,245,1
Hello Kolkata,245,3
Anytime Coffee Shop,245,2
MINAR,245,2
Shivam Tandoori Special,246,4
Bistro NutriFood,246,5
Pune Ruchi,246,5
Jamawali Biryani,246,5
Rai Mess And Litti Chokha,246,5
Suswad Biryani House,246,2
Asian Harbour - Vivanta Pune,246,1
Shivprasad Restaurant,246,5
SLS Cafe,246,2
Bholenath Garden & Dhaba,246,0
Hotel Priyanka,246,4
1989 Cafe,246,2
Royal Chinese,246,2
Cafe Bistro,246,5
Aai's Kitchen,246,4
Dhoom Punjab,246,0
Much Much,246,4
Hot Pot,246,0
O'Zara,246,2
Cafe Taiba,246,5
The Puneri Fries,246,5
SNS Foods,246,1
SK Biryani House,246,0
FoodXD,246,4
Sai Snacks - Sai Loni Dosa,246,3
